"","X","Date","AveragePrice","Total.Volume","X4046","X4225","X4770","Total.Bags","Small.Bags","Large.Bags","XLarge.Bags","type","year","region"
"3959",6,"2016-11-13",1.29,1913492.61,696410.88,436388.61,71033.43,709659.69,639521.18,44270.7,25867.81,"conventional",2016,"LosAngeles"
"16325",46,"2017-02-12",1.91,153268.97,11370.64,34465.58,496.01,106936.74,102275.82,4660.92,0,"organic",2017,"Northeast"
"6167",20,"2017-08-13",1.52,151390.04,59728.76,19181.67,1136.45,71343.16,62533.55,8290.1,519.51,"conventional",2017,"Columbus"
"3811",14,"2016-09-18",1.26,153211.68,16666.21,67688.59,2707.32,66149.56,40788.78,25360.78,0,"conventional",2016,"Indianapolis"
"10643",8,"2015-11-01",1.74,48955.21,5160.45,14384.31,718.43,28692.02,26937.17,1754.85,0,"organic",2015,"Northeast"
"8634",11,"2018-01-07",1.01,963849.75,184830.15,292349.16,14102.19,472568.25,112396.9,360171.35,0,"conventional",2018,"Denver"
"8528",1,"2018-03-18",1.38,602177.43,24831.59,443903.93,1853.86,131588.05,101891.24,28125.7,1571.11,"conventional",2018,"Boston"
"13021",47,"2016-01-31",1.74,2697.3,1724.8,84.91,10.92,876.67,876.67,0,0,"organic",2016,"Jacksonville"
"16725",22,"2017-07-30",2.11,9179.77,269.89,5176.93,195.51,3537.44,3277.55,259.89,0,"organic",2017,"RaleighGreensboro"
"16777",21,"2017-08-06",1.66,12743.98,513.56,3881.12,71.87,8277.43,7343.81,933.62,0,"organic",2017,"RichmondNorfolk"
"1459",2,"2015-12-13",1.12,1254805.29,15990.38,975504.52,1657.92,261652.47,222446.62,39205.85,0,"conventional",2015,"NewYork"
"7879",36,"2017-04-23",1.83,613563.9,178827.43,347730.09,4219.92,82786.46,79196.1,550.08,3040.28,"conventional",2017,"SanFrancisco"
"10920",25,"2015-07-05",1.83,1383.67,751.58,204.51,0,427.58,423.79,3.79,0,"organic",2015,"Pittsburgh"
"6447",35,"2017-04-30",1.38,3584134.9,633332.25,1431880.81,277355.63,1241566.21,797304.37,407221.12,37040.72,"conventional",2017,"GreatLakes"
"16005",44,"2017-02-26",0.77,5481.89,12,1257.03,0,4212.86,402.22,3810.64,0,"organic",2017,"Louisville"
"17177",50,"2017-01-15",1.06,109017.25,22335.2,6350.11,0,80331.94,78546.46,1785.48,0,"organic",2017,"SouthCentral"
"5109",12,"2016-10-02",1.3,301001.94,128824.7,66171.5,7203.61,98802.13,63691.6,34973.03,137.5,"conventional",2016,"SouthCarolina"
"13277",43,"2016-02-28",1.58,60098.19,2835.2,36495.81,1921.79,18845.39,11789.84,7055.55,0,"organic",2016,"Midsouth"
"16762",6,"2017-11-19",1.62,9572.38,469.82,2619.23,36.54,6446.79,6399.28,47.51,0,"organic",2017,"RichmondNorfolk"
"1628",15,"2015-09-13",1.23,221548.25,113374.88,51291.97,43.61,56837.79,37653.91,19183.88,0,"conventional",2015,"Orlando"
"6679",2,"2017-12-17",0.99,176847.28,98660.32,11261.09,288.18,66637.69,27358.59,39015.77,263.33,"conventional",2017,"Jacksonville"
"6739",9,"2017-10-29",1.29,243340.4,56224.61,94603.45,3515,88997.34,41859.63,46967.71,170,"conventional",2017,"LasVegas"
"11934",0,"2016-12-25",1.93,1714.92,77.5,250.13,0,1387.29,1387.29,0,0,"organic",2016,"Albany"
"8205",44,"2017-02-26",1.29,142253.42,53308.66,12854.89,123.35,75966.52,61695.35,14271.17,0,"conventional",2017,"StLouis"
"50",49,"2015-01-18",1.17,44511.28,914.14,31540.32,135.77,11921.05,11651.09,269.96,0,"conventional",2015,"Albany"
"15732",36,"2017-04-23",0.91,43226.49,9114.27,69.06,0,34043.16,13678.27,20364.89,0,"organic",2017,"Houston"
"16279",0,"2017-12-31",1.66,229313.64,11281.04,33549.86,122.83,184359.91,170878.67,13481.24,0,"organic",2017,"Northeast"
"16832",23,"2017-07-23",1.49,9901.85,365.76,2772.19,0,6763.9,5244.98,1518.92,0,"organic",2017,"Roanoke"
"2395",2,"2015-12-13",0.96,3042588.2,2127600.06,303892.09,12361.35,598734.7,326312.25,272310.91,111.54,"conventional",2015,"Southeast"
"8436",10,"2017-10-22",1.04,673664.68,390067.16,159230.47,2000.47,122366.58,63878.87,58487.71,0,"conventional",2017,"WestTexNewMexico"
"11104",1,"2015-12-20",1.67,3999.44,66.16,2449.2,215.03,1269.05,1265.11,3.94,0,"organic",2015,"RichmondNorfolk"
"10658",23,"2015-07-19",2.07,47878.48,3613.49,20743.86,93.68,23427.45,23396.97,30.48,0,"organic",2015,"Northeast"
"13441",51,"2016-01-03",1.61,21072.22,1302.29,4127.37,1756.97,13885.59,869.14,13016.45,0,"organic",2016,"NewYork"
"8479",0,"2018-03-25",1.57,149396.5,16361.69,109045.03,65.45,23924.33,19273.8,4270.53,380,"conventional",2018,"Albany"
"1983",6,"2015-11-15",0.94,198934.23,57421.46,101470.66,9940.86,30101.25,29466.63,634.62,0,"conventional",2015,"RichmondNorfolk"
"1379",26,"2015-06-28",1.06,159981.66,90881.66,19436.14,8297.63,41366.23,36900.28,3662.58,803.37,"conventional",2015,"Nashville"
"6034",46,"2017-02-12",1.25,206762.31,58973.85,74076.16,8886.98,64825.32,59465.37,5142.17,217.78,"conventional",2017,"Charlotte"
"9878",23,"2015-07-19",1.9,1028.63,7.14,885.31,0,136.18,126.66,9.52,0,"organic",2015,"GrandRapids"
"16904",42,"2017-03-12",2.36,6022.12,1643.55,3655.76,2.68,720.13,720.13,0,0,"organic",2017,"Sacramento"
"7950",1,"2017-12-24",1.22,294202.67,133334.86,48531.59,2380.74,109955.48,84037.13,23046.13,2872.22,"conventional",2017,"SouthCarolina"
"12514",8,"2016-10-30",1.34,17098.36,4885.83,120.53,0,12092,11802.8,289.2,0,"organic",2016,"DallasFtWorth"
"15801",52,"2017-01-01",1.76,1956,147.29,1025.37,0,783.34,614.99,168.35,0,"organic",2017,"Indianapolis"
"4353",36,"2016-04-17",1.12,3849051.4,105339.58,2415296.29,102786.85,1225628.68,1115346.23,108151.38,2131.07,"conventional",2016,"Northeast"
"3300",23,"2016-07-17",1.05,280542.19,5441.72,136098.54,6998.74,132003.19,25789.15,101973.21,4240.83,"conventional",2016,"CincinnatiDayton"
"6199",52,"2017-01-01",0.83,218881.63,87684.11,50243.59,4324.39,76629.54,73432.68,3196.86,0,"conventional",2017,"Columbus"
"6390",31,"2017-05-28",1.85,165718.77,1824.13,70747.33,36364.98,56782.33,41977.67,6300.99,8503.67,"conventional",2017,"GrandRapids"
"9016",9,"2018-01-21",1.1,506254.11,234534.94,77898.32,3486.87,190333.98,138219.59,49325.5,2788.89,"conventional",2018,"SouthCarolina"
"5248",47,"2016-01-31",1.02,3318109.53,1774273.7,625042.37,15260.7,903532.76,485345.67,418187.09,0,"conventional",2016,"Southeast"
"1784",15,"2015-09-13",1.16,74962.45,1340.03,43000.49,998.6,29623.33,21080.82,8542.51,0,"conventional",2015,"Pittsburgh"
"14460",30,"2016-05-29",2.2,4151.27,2177.62,1738.92,3.52,231.21,218.09,13.12,0,"organic",2016,"StLouis"
"4289",24,"2016-07-10",1.51,1266199.75,15424.35,700324.85,38821.41,511629.14,423617.35,84322.87,3688.92,"conventional",2016,"NewYork"
"17158",31,"2017-05-28",1.19,187973.68,32930.32,18293.4,0,136749.96,131941.91,4808.05,0,"organic",2017,"SouthCentral"
"16032",18,"2017-08-27",1.55,3393.39,15.07,2.77,0,3375.55,3375.55,0,0,"organic",2017,"MiamiFtLauderdale"
"8627",4,"2018-02-25",0.99,1018614.31,166753.37,254657.74,14153.31,583049.89,137052.52,445944.87,52.5,"conventional",2018,"Denver"
"13764",10,"2016-10-16",1.67,33832.86,5295.41,5664.25,1040.32,21832.88,16796.31,5036.57,0,"organic",2016,"Plains"
"2284",47,"2015-02-01",0.97,933148.31,201139.95,578708.75,10182.71,143116.9,142049.31,1034.01,33.58,"conventional",2015,"Seattle"
"13971",9,"2016-10-23",0.97,12376.43,89.04,3435.89,0,8851.5,1475.32,7376.18,0,"organic",2016,"Roanoke"
"17415",23,"2017-07-23",1.55,3528.33,19.6,14.3,0,3494.43,3494.43,0,0,"organic",2017,"Tampa"
"11145",42,"2015-03-08",1.57,5746.55,131.38,2471.16,488.5,2655.51,2553.33,102.18,0,"organic",2015,"RichmondNorfolk"
"5189",40,"2016-03-20",0.77,6276764.8,3064743.62,1411796.91,653141.71,1147082.56,882135.1,256004.47,8942.99,"conventional",2016,"SouthCentral"
"5034",41,"2016-03-13",1.41,714002.3,192002.8,383557.6,52459.24,85982.66,85202.82,726.43,53.41,"conventional",2016,"SanFrancisco"
"4411",42,"2016-03-06",1.08,405931.49,4140.63,303581.5,26686.24,71523.12,71471.61,51.51,0,"conventional",2016,"NorthernNewEngland"
"6872",36,"2017-04-23",1.17,93502.86,2091.62,42839.29,236.73,48335.22,16780.79,31343.12,211.31,"conventional",2017,"Louisville"
"2895",34,"2016-05-01",0.77,735635.49,241665.17,211776.98,54.42,282138.92,64801.33,217337.59,0,"conventional",2016,"Atlanta"
"9401",14,"2015-09-20",1.56,3291.61,33.31,127.31,0,3130.99,3130.99,0,0,"organic",2015,"BuffaloRochester"
"13097",19,"2016-08-14",1.2,131165.91,18708.27,27837.86,28.79,84590.99,79648.93,4942.06,0,"organic",2016,"LosAngeles"
"9335",0,"2015-12-27",1.48,7986.08,9.65,775.99,39.82,7160.62,7149.89,10.73,0,"organic",2015,"Boston"
"13770",16,"2016-09-04",1.76,52999.19,5375.86,23930.05,230.55,23462.73,9984.63,13478.1,0,"organic",2016,"Plains"
"17617",3,"2018-03-04",1.66,17082,597.4,5315.48,0,11169.12,9691.97,1477.15,0,"organic",2018,"Atlanta"
"5339",34,"2016-05-01",0.79,256180.45,99574.26,10728.95,42.66,145834.58,126405.83,19398.2,30.55,"conventional",2016,"StLouis"
"11814",35,"2015-04-26",1.45,872239.07,321733.2,379382.1,6150.07,164973.7,113575.79,51397.91,0,"organic",2015,"TotalUS"
"5536",23,"2016-07-17",1.02,5787378.41,1883575.14,1304616.13,95086.4,2504100.74,1822960,665247.85,15892.89,"conventional",2016,"West"
"1540",31,"2015-05-24",1.26,4661457.29,112425.95,3212552.24,7774.83,1328704.27,1206950.37,120720.48,1033.42,"conventional",2015,"Northeast"
"5644",27,"2017-06-25",1.53,89303.04,2224.67,74282.58,129.85,12665.94,4686.34,6874.6,1105,"conventional",2017,"Albany"
"18058",0,"2018-03-25",1.42,17340.49,295.16,3478.97,81.25,13485.11,12149.49,1335.62,0,"organic",2018,"RichmondNorfolk"
"11279",20,"2015-08-09",1.82,8902.03,2628.99,5592.09,0,680.95,680.95,0,0,"organic",2015,"SanDiego"
"155",50,"2015-01-11",1.17,670231.94,51460.64,420837.82,42526.96,155406.52,151330.87,4075.65,0,"conventional",2015,"BaltimoreWashington"
"6395",36,"2017-04-23",1.67,146024.28,1826.18,67510.44,28859.88,47827.78,32757.4,6398.5,8671.88,"conventional",2017,"GrandRapids"
"498",29,"2015-06-07",1.07,234981.67,10630.01,146360.2,14601.72,63389.74,23651.85,36952.36,2785.53,"conventional",2015,"CincinnatiDayton"
"14249",27,"2016-06-19",1.21,8957.97,681.83,2877.65,480.84,4917.65,2757.33,2160.32,0,"organic",2016,"SouthCarolina"
"7567",42,"2017-03-12",0.84,922940.33,131660.67,200564.13,18137.28,572578.25,536468.52,35442.63,667.1,"conventional",2017,"Portland"
"13733",31,"2016-05-22",1.42,1978.61,378.44,149.65,31.59,1418.93,1418.93,0,0,"organic",2016,"Pittsburgh"
"4204",43,"2016-02-28",0.88,190263.02,99189.75,31558.82,7034.53,52479.92,27927.65,24552.27,0,"conventional",2016,"Nashville"
"105",0,"2015-12-27",1.17,596819.4,40450.49,394104.02,17353.79,144911.1,142543.88,2367.22,0,"conventional",2015,"BaltimoreWashington"
"16393",8,"2017-11-05",2.01,7634.15,248.29,1434.28,0,5951.58,4501.1,1450.48,0,"organic",2017,"Orlando"
"12160",18,"2016-08-21",1.28,11414.48,32.84,677.47,0,10704.17,10694.49,9.68,0,"organic",2016,"Boston"
"12809",43,"2016-02-28",1.83,7183.79,169.67,204.73,23.09,6786.3,3361.73,3424.57,0,"organic",2016,"HarrisburgScranton"
"1758",41,"2015-03-15",0.6,1326720.8,1104002.1,149254.65,6041.54,67422.51,67422.51,0,0,"conventional",2015,"PhoenixTucson"
"16051",37,"2017-04-16",2.81,3197.36,738.26,69.63,0,2389.47,1481.11,908.36,0,"organic",2017,"MiamiFtLauderdale"
"10508",29,"2015-06-07",1.25,6725.04,316.05,3217.52,0,3191.47,498.8,2692.67,0,"organic",2015,"Nashville"
"15223",4,"2017-12-03",1.72,6856.14,184.1,3716.8,0,2955.24,2570.98,384.26,0,"organic",2017,"CincinnatiDayton"
"4424",3,"2016-12-04",0.97,398859.76,129743.58,95284.48,114.33,173717.37,65178.82,108538.55,0,"conventional",2016,"Orlando"
"3927",26,"2016-06-26",0.94,352406.76,130217.49,74316.76,12079.13,135793.38,88463.16,47330.22,0,"conventional",2016,"LasVegas"
"1195",50,"2015-01-11",0.85,2713699.6,1786326.65,617233.39,58892.91,251246.65,222971.68,25111.74,3163.23,"conventional",2015,"LosAngeles"
"11704",29,"2015-06-07",1.77,2145.03,0,49.66,0,2095.37,2095.37,0,0,"organic",2015,"Syracuse"
"17684",10,"2018-01-14",1.61,216681.04,52253.4,95353.95,0,69073.69,69054.51,19.18,0,"organic",2018,"California"
"10651",16,"2015-09-06",1.86,64445.98,5543.4,21432.21,1136.01,36334.36,35519.22,815.14,0,"organic",2015,"Northeast"
"8549",10,"2018-01-14",1.32,159070.65,8239.41,80916.85,40.26,69874.13,27693.23,42180.9,0,"conventional",2018,"BuffaloRochester"
"10409",34,"2015-05-03",1.35,4770.93,3106.9,154.67,0,1509.36,1509.36,0,0,"organic",2015,"MiamiFtLauderdale"
"1287",38,"2015-04-05",1.11,510738.88,370549.02,48767.27,91.39,91331.2,49707.36,41286.34,337.5,"conventional",2015,"MiamiFtLauderdale"
"7987",38,"2017-04-09",1.38,345869.64,153802.62,72253.48,2212.93,117600.61,82167.37,31317.19,4116.05,"conventional",2017,"SouthCarolina"
"6361",2,"2017-12-17",1.25,162923.49,2042.43,74185.34,48181.44,38514.28,21582.27,3918.17,13013.84,"conventional",2017,"GrandRapids"
"7980",31,"2017-05-28",1.41,393303.27,181618.56,78082.98,2859.86,130741.87,102225.45,23365.63,5150.79,"conventional",2017,"SouthCarolina"
"3452",19,"2016-08-14",1.18,657981.41,120449.87,189114.15,19582.82,328834.57,100509.79,228324.78,0,"conventional",2016,"Denver"
"5713",43,"2017-03-05",1.08,511362.62,237307.08,52012.07,62.73,221980.74,143650.82,77624.92,705,"conventional",2017,"Atlanta"
"7717",33,"2017-05-14",0.99,164928.9,49148.94,24238.43,98.26,91443.27,83409.79,7994.41,39.07,"conventional",2017,"Roanoke"
"4781",48,"2016-01-24",0.96,242512.95,20211.55,135264.31,26788.14,60248.95,59121.7,1127.25,0,"conventional",2016,"RaleighGreensboro"
"16136",16,"2017-09-10",2.15,9103.32,94.38,2782.28,0,6226.66,2482.62,3744.04,0,"organic",2017,"Nashville"
"9177",50,"2015-01-11",1.77,1182.56,39,305.12,0,838.44,838.44,0,0,"organic",2015,"Albany"
"16548",4,"2017-12-03",1.36,12342.47,1017.69,52.82,0,11271.96,11265.3,6.66,0,"organic",2017,"Pittsburgh"
"7197",43,"2017-03-05",1.34,4468555.34,237802.16,3228538.95,63971.19,938243.04,877970.46,56847.58,3425,"conventional",2017,"Northeast"
"8381",8,"2017-11-05",1.06,6417143.95,2015381.78,1607251.56,83591.62,2710918.99,1453245.43,1249145.77,8527.79,"conventional",2017,"West"
"3459",26,"2016-06-26",0.98,773677.84,165858.8,229712.84,17278.44,360827.76,146703.58,213090.85,1033.33,"conventional",2016,"Denver"
"15603",13,"2017-10-01",1.5,22744.08,259.99,164.27,6.71,22313.11,22313.11,0,0,"organic",2017,"HarrisburgScranton"
"4853",16,"2016-09-04",1.01,162357.83,51973.15,42949.04,107.02,67328.62,64633.66,2359.96,335,"conventional",2016,"Roanoke"
"14846",51,"2017-01-08",1.74,8244.17,1456,5316.57,0,1471.6,0,1471.6,0,"organic",2017,"Atlanta"
"4262",49,"2016-01-17",0.88,286862.77,158616.27,41109.9,499.98,86636.62,77817.46,8819.16,0,"conventional",2016,"NewOrleansMobile"
"9188",9,"2015-10-25",1.87,5476.77,2441.49,2684.67,0,350.61,180,170.61,0,"organic",2015,"Atlanta"
"3179",6,"2016-11-13",1.64,144089.12,49399.39,26597.39,22714.68,45377.66,38436.79,6940.87,0,"conventional",2016,"Charlotte"
"16579",35,"2017-04-30",1.49,9892.96,902.11,3.64,0,8987.21,8233.14,754.07,0,"organic",2017,"Pittsburgh"
"12096",6,"2016-11-13",1.92,1821.9,0,653.76,0,1168.14,250,918.14,0,"organic",2016,"Boise"
"16432",47,"2017-02-05",1.95,4611.95,1715.85,210.43,0,2685.67,1271.11,1414.56,0,"organic",2017,"Orlando"
"10547",16,"2015-09-06",1.59,2570.94,280.42,136.82,0,2153.7,2153.7,0,0,"organic",2015,"NewOrleansMobile"
"12974",0,"2016-12-25",1.27,3439.46,259.84,79.86,11.92,3087.84,1003.33,2084.51,0,"organic",2016,"Jacksonville"
"15279",7,"2017-11-12",1.53,8438.61,590.03,1463.98,0,6384.6,6057.45,327.15,0,"organic",2017,"Columbus"
"14943",42,"2017-03-12",1.16,2918.06,7.57,483.13,0,2427.36,240.87,2186.49,0,"organic",2017,"Boise"
"9472",33,"2015-05-10",1.4,160570.28,77103.7,70434.57,0,13032.01,13032.01,0,0,"organic",2015,"California"
"11854",23,"2015-07-19",1.56,227872.88,61194.97,120177.62,129.25,46371.04,3357.62,43013.42,0,"organic",2015,"West"
"13739",37,"2016-04-10",1.35,1159.5,91.5,301.33,0,766.67,766.67,0,0,"organic",2016,"Pittsburgh"
"14068",2,"2016-12-11",1.49,14513.56,1070.01,9924.91,4.76,3513.88,526.67,2987.21,0,"organic",2016,"SanDiego"
"7661",30,"2017-06-04",1.38,261051.5,68705.59,108536.25,2472.06,81337.6,77842.84,1729.76,1765,"conventional",2017,"RichmondNorfolk"
"2308",19,"2015-08-16",1.12,320750.54,157907.67,60468.01,17614.64,84760.22,78819.75,5940.47,0,"conventional",2015,"SouthCarolina"
"6157",10,"2017-10-22",1.55,111491.11,46747.3,15690.62,750.6,48302.59,42964.29,5308.37,29.93,"conventional",2017,"Columbus"
"18113",7,"2018-02-04",1.34,28070.07,13610.05,12257.81,0,2202.21,2202.21,0,0,"organic",2018,"SanFrancisco"
"13918",8,"2016-10-30",1.76,6706.92,211.94,3878.06,348.87,2268.05,2042.4,225.65,0,"organic",2016,"RichmondNorfolk"
"1817",48,"2015-01-25",1.32,98722.79,1847.59,70060.41,2397.99,24416.8,17599.77,6817.03,0,"conventional",2015,"Pittsburgh"
"3728",35,"2016-04-24",1.25,342796.24,4251.65,277215.89,684.59,60644.11,59633.06,982.75,28.3,"conventional",2016,"HartfordSpringfield"
"16235",9,"2017-10-29",2.11,70881.96,5301.96,19352.26,84.57,46143.17,46069.13,74.04,0,"organic",2017,"NewYork"
"4158",49,"2016-01-17",1.05,3001683.91,631861.3,1547484.48,136752.83,685585.3,613646.83,70548.01,1390.46,"conventional",2016,"Midsouth"
"3204",31,"2016-05-22",1.26,203492.89,37008.26,95769.19,20859.76,49855.68,45579.73,3940.95,335,"conventional",2016,"Charlotte"
"12384",34,"2016-05-01",1.61,31458.63,102.92,30785.77,0,569.94,569.94,0,0,"organic",2016,"Chicago"
"13503",9,"2016-10-23",1.75,11324.45,0,153.88,0,11170.57,11170.57,0,0,"organic",2016,"NorthernNewEngland"
"12664",2,"2016-12-11",1.97,1212.71,29.44,855.06,0,328.21,160,168.21,0,"organic",2016,"GrandRapids"
"662",37,"2015-04-12",1.05,858680.51,176304.23,574793.28,8603.75,98979.25,42716.25,56263,0,"conventional",2015,"Denver"
"8700",5,"2018-02-18",0.68,1572064.61,931553.8,160780.41,4045.42,475684.98,372117.42,103276.45,291.11,"conventional",2018,"Houston"
"10121",6,"2015-11-15",1.54,1895.06,170.22,1266.3,0,458.54,183.33,275.21,0,"organic",2015,"Indianapolis"
"14201",31,"2016-05-22",1.55,53707.4,631.72,36746.36,18.54,16310.78,262.85,16047.93,0,"organic",2016,"Seattle"
"3328",51,"2016-01-03",0.9,222534.76,2730.97,149327.89,18924.91,51550.99,12613.38,29550.02,9387.59,"conventional",2016,"CincinnatiDayton"
"17316",30,"2017-06-04",1.95,9652.72,2373.25,2106.82,0,5172.65,2621.83,2550.82,0,"organic",2017,"StLouis"
"16002",41,"2017-03-19",0.95,4433.03,15.67,1395.21,0,3022.15,372.23,2649.92,0,"organic",2017,"Louisville"
"13824",18,"2016-08-21",1.67,25714,4776.31,9485.6,4.93,11447.16,2931.29,8515.87,0,"organic",2016,"Portland"
"5785",9,"2017-10-29",1.44,68520.83,33724.32,2180.13,4757.31,27859.07,22077.2,5728.7,53.17,"conventional",2017,"Boise"
"17991",5,"2018-02-18",1.37,75418.33,13696.39,42602.91,16.97,19102.06,19085.96,16.1,0,"organic",2018,"Philadelphia"
"5638",21,"2017-08-06",1.53,92938.17,2456.91,76509.07,336.06,13636.13,5918.21,6844.59,873.33,"conventional",2017,"Albany"
"14676",38,"2016-04-03",1.27,226558.02,35134.68,77837.8,115.48,113470.06,44860.97,68609.09,0,"organic",2016,"West"
"16441",3,"2017-12-10",1.5,28947.42,3846.15,4443.9,2.31,20655.06,20578.56,76.5,0,"organic",2017,"Philadelphia"
"3593",4,"2016-11-27",1.18,2385048.43,528089.35,937488.16,109137.29,810333.63,590905.27,219152.65,275.71,"conventional",2016,"GreatLakes"
"12434",32,"2016-05-15",1.4,15206.47,359.02,8892.58,0,5954.87,1681.91,4272.96,0,"organic",2016,"CincinnatiDayton"
"3570",33,"2016-05-08",1.04,272057.12,1949.46,201017.01,5353.11,63737.54,56652.84,6645.68,439.02,"conventional",2016,"GrandRapids"
"7622",44,"2017-02-26",1.21,329592.25,75319.8,154834.96,11165.32,88272.17,86960.95,1311.22,0,"conventional",2017,"RaleighGreensboro"
"14829",34,"2017-05-07",1.37,18229.58,338.98,7980.14,0,9910.46,238.99,9671.47,0,"organic",2017,"Atlanta"
"18100",6,"2018-02-11",1.88,18517.54,1101.05,8243.72,0,9172.77,9172.77,0,0,"organic",2018,"SanDiego"
"17365",26,"2017-07-02",2.44,2508.3,0,263.71,0,2244.59,745.47,1499.12,0,"organic",2017,"Syracuse"
"180",23,"2015-07-19",1.09,63958.04,45921.6,5300.3,5565.17,7170.97,6354.45,816.52,0,"conventional",2015,"Boise"
"5467",6,"2016-11-13",1.36,24075126.49,8235135.43,7759608.21,477520.95,7602861.9,5602593.66,1957163.93,43104.31,"conventional",2016,"TotalUS"
"18138",8,"2018-01-28",1.46,14938.24,110.46,5096.23,94.82,9636.73,8443.69,1193.04,0,"organic",2018,"SouthCarolina"
"7238",31,"2017-05-28",1.66,445049.68,10552.04,357297.24,2336.14,74864.26,41798.08,32252.85,813.33,"conventional",2017,"NorthernNewEngland"
"18247",9,"2018-01-21",1.87,13766.76,1191.92,2452.79,727.94,9394.11,9351.8,42.31,0,"organic",2018,"WestTexNewMexico"
"6523",5,"2017-11-26",1.38,229399,5695,153323,88,70294,42139,28155,0,"conventional",2017,"HartfordSpringfield"
"17414",22,"2017-07-30",1.57,3724.2,41.69,43.63,0,3638.88,3628.88,10,0,"organic",2017,"Tampa"
"4303",38,"2016-04-03",1.31,1240608.2,15436.69,912292.57,1685.41,311193.53,269122.16,42071.37,0,"conventional",2016,"NewYork"
"15823",21,"2017-08-06",2.09,1552.26,83.93,489.38,1.18,977.77,977.77,0,0,"organic",2017,"Jacksonville"
"13070",44,"2016-02-21",1.44,8237.96,1481.86,3293.97,0,3462.13,2833.52,628.61,0,"organic",2016,"LasVegas"
"2499",2,"2015-12-13",0.99,166083.52,64673.08,24481.09,71.71,76857.64,55878.32,20979.32,0,"conventional",2015,"StLouis"
"15572",35,"2017-04-30",1.84,142607.19,3777.12,84783.68,0,54046.39,23231.28,30815.11,0,"organic",2017,"GreatLakes"
"9630",35,"2015-04-26",1.36,16289.6,256.76,13336.25,0,2696.59,563.33,2133.26,0,"organic",2015,"CincinnatiDayton"
"13025",51,"2016-01-03",1.51,5893.02,4852.89,163.43,16.7,860,860,0,0,"organic",2016,"Jacksonville"
